"name","dept","area","count","adjustedcount","year"
Andries van Dam,Brown University,graph,1.0,0.333333333333,1981
Julie Dorsey,Yale University,graph,1.0,0.25,2000
Leonidas J. Guibas,Stanford University,graph,1.0,0.5,1995
Xianfeng Gu,Stony Brook University,graph,1.0,0.2,2000
Gary Bishop,University of North Carolina,graph,1.0,0.333333333333,2000
Dani Lischinski,Hebrew University of Jerusalem,graph,1.0,0.2,1998
Gary Bishop,University of North Carolina,graph,1.0,0.5,1994
Lance Williams,University of New Mexico,graph,1.0,1.0,1983
Allen Van Gelder,University of California - Santa Cruz,graph,1.0,0.5,1997
George Wolberg,CUNY,graph,1.0,0.5,1989
Roger D. Hersch,EPFL,graph,1.0,1.0,1987
Nelson L. Max,University of California - Davis,graph,1.0,0.5,1993
Steven J. Gortler,Harvard University,graph,1.0,0.25,1998
Voicu Popescu,Purdue University,graph,1.0,0.166666666667,2000
Anselmo Lastra,University of North Carolina,graph,1.0,0.166666666667,2000
Henry Fuchs,University of North Carolina,graph,1.0,0.333333333333,1980
Zvi M. Kedem,New York University,graph,1.0,0.333333333333,1980
Wolfgang Heidrich,University of British Columbia,graph,1.0,0.5,2003
James D. Foley,Georgia Institute of Technology,graph,1.0,0.5,1975
Adam Finkelstein,Princeton University,graph,1.0,0.333333333333,1999
Mathieu Desbrun,California Institute of Technology,graph,1.0,0.25,2003
Oussama Khatib,Stanford University,graph,1.0,0.333333333333,1997
Larry Carter,University of California - San Diego,hpc,1.0,0.333333333333,2006
Vipin Chaudhary,University at Buffalo,hpc,1.0,0.5,1998
José A. B. Fortes,University of Florida,hpc,1.0,0.333333333333,1999
Carla E. Brodley,Northeastern University,hpc,1.0,0.333333333333,1999
Jeffrey K. Hollingsworth,University of Maryland - College Park,hpc,1.0,0.5,2006
Judy Qiu,Indiana University,hpc,3.0,0.642857142857,2010
Geoffrey C. Fox,Indiana University,hpc,3.0,0.642857142857,2010
Abdelhakim Hafid,University of Montreal,hpc,1.0,0.333333333333,1996
Josep Solé-Pareta,Polytechnic University of Catalonia,hpc,1.0,0.5,1996
Calton Pu,Georgia Institute of Technology,hpc,1.0,0.2,1992
Philip S. Yu,University of Illinois at Chicago,hpc,1.0,0.2,1992
Kihong Park,Purdue University,hpc,1.0,0.5,1994
Wang-Chien Lee,Pennsylvania State University,hpc,1.0,0.333333333333,1997
Ian T. Foster,University of Chicago,hpc,2.0,0.583333333333,2010
Hanan Lutfiyya,Western University,hpc,1.0,0.333333333333,1995
Michael Anthony Bauer,Western University,hpc,1.0,0.333333333333,1995
Patrick G. Bridges,University of New Mexico,hpc,1.0,0.25,2013
John R. Lange,University of Pittsburgh,hpc,1.0,0.25,2013
Peter A. Dinda,Northwestern University,hpc,1.0,0.25,2013
Douglas Thain,University of Notre Dame,hpc,4.0,1.0,2010
Douglas C. Schmidt,Vanderbilt University,hpc,1.0,0.333333333333,1992
Li Xiao,Michigan State University,hpc,1.0,0.333333333333,2000
Xiaodong Zhang 0001,Ohio State University,hpc,1.0,0.333333333333,2000
Han-Wei Shen,Ohio State University,hpc,1.0,0.2,2003
Madhusudhan Govindaraju,Binghamton University,hpc,1.0,0.111111111111,1999
Randall Bramley,Indiana University,hpc,1.0,0.111111111111,1999
Ali Raza Butt,Virginia Tech,hpc,1.0,0.2,2012
Daniel Andresen,Kansas State University,hpc,1.0,0.25,1999
Henry M. Tufo,University of Colorado Boulder,hpc,1.0,0.5,2006
Jian Ma,Carnegie Mellon University,hpc,1.0,0.5,1993
Kwan-Liu Ma,University of California - Davis,hpc,1.0,0.25,2010
Douglas Thain,University of Notre Dame,hpc,2.0,0.7,2003
Andrea C. Arpaci-Dusseau,University of Wisconsin - Madison,hpc,1.0,0.2,2003
Remzi H. Arpaci-Dusseau,University of Wisconsin - Madison,hpc,1.0,0.2,2003
Laxmi N. Bhuyan,University of California - Riverside,hpc,1.0,0.25,2014
Wolfgang E. Nagel,TU Dresden,hpc,1.0,0.1,2012
Jonathan Appavoo,Boston University,hpc,1.0,0.111111111111,2010
Dilma Da Silva,Texas A&M University,hpc,1.0,0.111111111111,2010
Mark J. Clement,Brigham Young University,hpc,1.0,0.333333333333,1999
Quinn Snell,Brigham Young University,hpc,1.0,0.333333333333,1999
Beth Plale,Indiana University,hpc,1.0,0.5,2000
Beth Plale,Indiana University,hpc,1.0,1.0,2002
Marty Humphrey,University of Virginia,hpc,1.0,0.0833333333333,2005
Alex Delis,University of Athens,hpc,1.0,0.5,1998
Thomas R. Gross,ETH Zurich,hpc,1.0,0.166666666667,1998
Peter Steenkiste,Carnegie Mellon University,hpc,1.0,0.166666666667,1998
Marty Humphrey,University of Virginia,hpc,1.0,0.2,2010
Xin He,University at Buffalo,hpc,1.0,0.25,2015
Prashant J. Shenoy,University of Massachusetts Amherst,hpc,1.0,0.25,2015
Ramesh K. Sitaraman,University of Massachusetts Amherst,hpc,2.0,0.583333333333,2015
David E. Irwin,University of Massachusetts Amherst,hpc,1.0,0.25,2015
Peter A. Dinda,Northwestern University,hpc,2.0,0.666666666667,2004
Thu D. Nguyen,Rutgers University,hpc,1.0,0.5,2001
Simon Delamare,Ecole Normale Superieure de Lyon,hpc,1.0,0.25,2012
Gilles Fedak,Ecole Normale Superieure de Lyon,hpc,1.0,0.25,2012
Douglas Thain,University of Notre Dame,hpc,1.0,0.5,2000
Miron Livny,University of Wisconsin - Madison,hpc,1.0,0.5,2000
Gene Cooperman,Northeastern University,hpc,1.0,1.0,1996
Bianca Schroeder,University of Toronto,hpc,1.0,0.5,2000
Mor Harchol-Balter,Carnegie Mellon University,hpc,1.0,0.5,2000
Beth Plale,Indiana University,hpc,1.0,0.25,2010
David Garlan,Carnegie Mellon University,hpc,1.0,0.2,2002
Peter Steenkiste,Carnegie Mellon University,hpc,1.0,0.2,2002
Assaf Schuster,Technion - Israel Institute of Technology,hpc,1.0,0.333333333333,2005
David R. O'Hallaron,Carnegie Mellon University,hpc,1.0,0.5,2001
Xiaobo Sharon Hu,University of Notre Dame,hpc,1.0,0.25,2015
Peter Steenkiste,Carnegie Mellon University,hpc,1.0,0.5,2004
Peter Steenkiste,Carnegie Mellon University,hpc,2.0,1.0,1994
Gary J. Minden,University of Kansas,hpc,1.0,0.25,1993
Joseph B. Evans,University of Kansas,hpc,1.0,0.25,1993
David W. Petr,University of Kansas,hpc,1.0,0.25,1993
Victor Frost,University of Kansas,hpc,1.0,0.25,1993
Iulian Neamtiu,NJIT,hpc,1.0,0.25,2016
Steven Feiner,Columbia University,hpc,1.0,0.25,1993
Alok N. Choudhary,Northwestern University,hpc,2.0,0.45,2010
Michael J. Lewis,Binghamton University,hpc,1.0,0.5,1996
Andrew S. Grimshaw,University of Virginia,hpc,3.0,1.5,1996
Peter Steenkiste,Carnegie Mellon University,hpc,2.0,0.666666666667,2005
Richard Fujimoto,Georgia Institute of Technology,hpc,1.0,0.333333333333,1997
Mark J. Clement,Brigham Young University,hpc,2.0,0.833333333333,1997
Zizhong Chen,University of California - Riverside,hpc,1.0,0.5,2014
Peter J. Keleher,University of Maryland - College Park,hpc,1.0,0.5,1999
Mark J. Clement,Brigham Young University,hpc,1.0,0.333333333333,1998
Quinn Snell,Brigham Young University,hpc,1.0,0.333333333333,1998
Radu Sion,Stony Brook University,hpc,1.0,0.2,2011
Daniel A. Reed,University of Iowa,hpc,1.0,0.25,1998
Kai Hwang 0001,University of Southern California,hpc,1.0,0.333333333333,2000
Madhusudhan Govindaraju,Binghamton University,hpc,1.0,0.5,2009
Thomas R. Gross,ETH Zurich,hpc,2.0,0.642857142857,2001
Michael J. Lewis,Binghamton University,hpc,1.0,0.25,2010
Naveen Sharma,Rochester Institute of Technology,hpc,1.0,0.25,2010
George N. Rouskas,North Carolina State University,hpc,1.0,0.333333333333,2009
Khaled Harfoush,North Carolina State University,hpc,1.0,0.333333333333,2009
Peter A. Dinda,Northwestern University,hpc,1.0,0.333333333333,2014
Gene Cooperman,Northeastern University,hpc,1.0,0.25,2014
C. S. Raghavendra,University of Southern California,hpc,1.0,0.333333333333,1993
Jeffrey S. Chase,Duke University,hpc,1.0,0.5,2000
Mustaque Ahamad,Georgia Institute of Technology,hpc,1.0,0.333333333333,1995
Bhuvan Urgaonkar,Pennsylvania State University,hpc,1.0,0.333333333333,2008
Anand Sivasubramaniam,Pennsylvania State University,hpc,1.0,0.333333333333,2008
Kevin C. Almeroth,University of California - Santa Barbara,hpc,1.0,0.5,1996
Mostafa H. Ammar,Georgia Institute of Technology,hpc,2.0,1.0,1996
Patrick J. Flynn,University of Notre Dame,hpc,2.0,0.416666666667,2010
Alan Wagner,University of British Columbia,hpc,1.0,0.333333333333,2010
Andrew A. Chien,University of Chicago,hpc,1.0,0.5,2015
Thomas E. Anderson,University of Washington,hpc,1.0,0.142857142857,1998
Divyakant Agrawal,University of California - Santa Barbara,hpc,1.0,0.25,1994
Ambuj K. Singh,University of California - Santa Barbara,hpc,1.0,0.25,1994
Joseph B. Evans,University of Kansas,hpc,2.0,0.35,1995
Victor Frost,University of Kansas,hpc,2.0,0.35,1995
Gary J. Minden,University of Kansas,hpc,2.0,0.35,1995
Francine Berman,Rensselaer Polytechnic Institute,hpc,1.0,0.5,1997
Tao Yang,University of California - Santa Barbara,hpc,2.0,0.5,1998
Roy H. Campbell,University of Illinois at Urbana-Champaign,hpc,1.0,0.2,2000
Klara Nahrstedt,University of Illinois at Urbana-Champaign,hpc,2.0,0.45,2000
Michela Taufer,University of Delaware,hpc,1.0,0.111111111111,2016
K. K. Ramakrishnan,University of California - Riverside,hpc,1.0,0.25,1993
Donald F. Towsley,University of Massachusetts Amherst,hpc,1.0,0.25,1993
Rick L. Stevens,University of Chicago,hpc,1.0,0.25,1997
Dongyan Xu,Purdue University,hpc,1.0,0.25,2000
David K. Lowenthal,University of Arizona,hpc,1.0,0.166666666667,2014
Andrew S. Grimshaw,University of Virginia,hpc,1.0,0.25,1993
Mary W. Hall,University of Utah,hpc,1.0,0.25,2009
John R. Lange,University of Pittsburgh,hpc,1.0,0.333333333333,2005
Kihong Park,Purdue University,hpc,1.0,0.5,1999
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,hpc,1.0,0.333333333333,1998
William Gropp,University of Illinois at Urbana-Champaign,hpc,1.0,0.5,2002
Ravi Prakash,University of Texas at Dallas,hpc,1.0,0.333333333333,1997
Andrew S. Grimshaw,University of Virginia,hpc,1.0,0.333333333333,1992
Jon B. Weissman,University of Minnesota,hpc,1.0,0.333333333333,2005
Randall Bramley,Indiana University,hpc,1.0,0.333333333333,2002
Bing Bing Zhou,University of Sydney,hpc,1.0,0.166666666667,2011
Albert Y. Zomaya,University of Sydney,hpc,1.0,0.166666666667,2011
José A. B. Fortes,University of Florida,hpc,1.0,0.25,2001
Andrew E. Johnson,University of Illinois at Chicago,hpc,1.0,0.2,1999
Thomas A. DeFanti,University of Illinois at Chicago,hpc,1.0,0.2,1999
Peter J. Keleher,University of Maryland - College Park,hpc,1.0,0.2,2007
Bobby Bhattacharjee,University of Maryland - College Park,hpc,1.0,0.2,2007
Alan Sussman,University of Maryland - College Park,hpc,1.0,0.2,2007
Boon Thau Loo,University of Pennsylvania,hpc,1.0,0.166666666667,2013
David Kotz,Dartmouth College,hpc,1.0,1.0,1995
Rajkumar Buyya,University of Melbourne,hpc,1.0,0.333333333333,2009
Jaideep Srivastava,University of Minnesota,hpc,1.0,0.5,1997
Tevfik Kosar,University at Buffalo,hpc,1.0,0.166666666667,2010
Paul T. Groth,VU Amsterdam,hpc,1.0,0.166666666667,2005
Jeffrey S. Chase,Duke University,hpc,1.0,0.2,2003
David E. Irwin,University of Massachusetts Amherst,hpc,1.0,0.2,2003
Geoffrey C. Fox,Indiana University,hpc,1.0,0.5,1997
Laxmikant V. Kalé,University of Illinois at Urbana-Champaign,hpc,1.0,0.5,2007
Mun Choon Chan,National University of Singapore,hpc,1.0,0.333333333333,1996
Karthikeyan Sankaralingam,University of Wisconsin - Madison,hpc,1.0,0.333333333333,2003
Simha Sethumadhavan,Columbia University,hpc,1.0,0.333333333333,2003
James C. Browne,University of Texas at Austin,hpc,1.0,0.333333333333,2003
Vincent W. Freeh,North Carolina State University,hpc,1.0,0.5,1996
Gregory R. Andrews,University of Arizona,hpc,1.0,0.5,1996
Vaidy S. Sunderam,Emory University,hpc,1.0,0.5,1995
Malcolm P. Atkinson,University of Edinburgh,hpc,1.0,0.25,2010
Kris Bubendorfer,Victoria University of Wellington,hpc,1.0,0.333333333333,2010
Ian T. Foster,University of Chicago,hpc,3.0,0.32091503268,2004
Manish Parashar,Rutgers University,hpc,1.0,0.5,2003
Joseph B. Evans,University of Kansas,hpc,1.0,0.2,2001
Samer Al-Kiswany,University of Waterloo,hpc,1.0,0.25,2010
Manish Parashar,Rutgers University,hpc,2.0,0.583333333333,2010
Nagiza F. Samatova,North Carolina State University,hpc,1.0,0.125,2013
Andreas Stathopoulos,College of William and Mary,hpc,1.0,0.5,2002
Neil T. Spring,University of Maryland - College Park,hpc,1.0,0.333333333333,1999
John R. Lange,University of Pittsburgh,hpc,2.0,0.75,2015
Xuxian Jiang,North Carolina State University,hpc,1.0,0.5,2003
Dongyan Xu,Purdue University,hpc,1.0,0.5,2003
Steven Mills,University of Otago,hpc,1.0,0.166666666667,2014
David M. Eyers,University of Otago,hpc,1.0,0.166666666667,2014
Zhiyi Huang 0001,University of Otago,hpc,1.0,0.166666666667,2014
Vaidy S. Sunderam,Emory University,hpc,1.0,0.333333333333,2002
Ian T. Foster,University of Chicago,hpc,1.0,0.142857142857,2009
Douglas Thain,University of Notre Dame,hpc,2.0,0.342857142857,2009
Garth A. Gibson,Carnegie Mellon University,hpc,1.0,0.125,2011
Quinn Snell,Brigham Young University,hpc,1.0,0.5,1997
Srinivasan Parthasarathy,Ohio State University,hpc,1.0,0.2,2003
Mark Silberstein,Technion - Israel Institute of Technology,hpc,1.0,0.25,2006
Dan Geiger,Technion - Israel Institute of Technology,hpc,1.0,0.25,2006
Assaf Schuster,Technion - Israel Institute of Technology,hpc,1.0,0.25,2006
Miron Livny,University of Wisconsin - Madison,hpc,1.0,0.25,2006
Wu-chun Feng,Virginia Tech,hpc,1.0,0.166666666667,2010
Jon B. Weissman,University of Minnesota,hpc,1.0,0.5,1994
Andrew S. Grimshaw,University of Virginia,hpc,1.0,0.5,1994
James S. Plank,University of Tennessee,hpc,1.0,0.333333333333,2002
Mohamed Hefeeda,Simon Fraser University,hpc,1.0,0.333333333333,2012
William Gropp,University of Illinois at Urbana-Champaign,hpc,1.0,0.111111111111,2015
Abhishek Chandra,University of Minnesota,hpc,1.0,0.333333333333,2016
Jon B. Weissman,University of Minnesota,hpc,1.0,0.333333333333,2016
Michael A. McRobbie,Indiana University,hpc,1.0,0.125,1998
Daniel Andresen,Kansas State University,hpc,1.0,0.5,1998
Francine Berman,Rensselaer Polytechnic Institute,hpc,2.0,1.0,1996
Ishfaq Ahmad,University of Texas at Arlington,hpc,1.0,0.2,1994
Henri E. Bal,VU Amsterdam,hpc,1.0,0.25,2000
Kartik Gopalan,Binghamton University,hpc,1.0,0.2,2010
Sanjeev Setia,George Mason University,hpc,1.0,0.333333333333,1999
Andrew A. Chien,University of Chicago,hpc,1.0,0.333333333333,1996
Daniel A. Reed,University of Iowa,hpc,1.0,0.333333333333,1996
John Kubiatowicz,University of California - Berkeley,hpc,1.0,0.25,2011
Jeffrey S. Chase,Duke University,hpc,2.0,0.533333333333,2004
Paul Tymann,Rochester Institute of Technology,hpc,1.0,0.25,1994
Andrew S. Grimshaw,University of Virginia,hpc,1.0,0.333333333333,2000
Jeffrey S. Chase,Duke University,hpc,1.0,0.25,1997
Alvin R. Lebeck,Duke University,hpc,1.0,0.25,1997
José A. B. Fortes,University of Florida,hpc,1.0,0.5,1998
Peter A. Dinda,Northwestern University,hpc,1.0,0.5,1999
David R. O'Hallaron,Carnegie Mellon University,hpc,2.0,0.833333333333,1999
Alok N. Choudhary,Northwestern University,hpc,1.0,0.166666666667,2005
Valerie E. Taylor,Texas A&M University,hpc,1.0,0.5,1998
Douglas Thain,University of Notre Dame,hpc,1.0,0.5,2002
Miron Livny,University of Wisconsin - Madison,hpc,2.0,0.625,2002
Rick L. Stevens,University of Chicago,hpc,1.0,0.333333333333,1996
Roy Friedman,Technion - Israel Institute of Technology,hpc,1.0,0.5,1999
Wolfgang Emmerich,University College London,hpc,1.0,0.2,2010
Michael J. Feeley,University of British Columbia,hpc,1.0,0.25,2000
Loris Marchal,Ecole Normale Superieure de Lyon,hpc,1.0,0.25,2006
Yves Robert,Ecole Normale Superieure de Lyon,hpc,1.0,0.25,2006
Henning Schulzrinne,Columbia University,hpc,1.0,0.333333333333,1996
Kartik Gopalan,Binghamton University,hpc,1.0,0.333333333333,2008
Garth A. Gibson,Carnegie Mellon University,hpc,1.0,0.142857142857,2013
Henri E. Bal,VU Amsterdam,hpc,1.0,0.5,2001
Andrew S. Tanenbaum,VU Amsterdam,hpc,1.0,0.333333333333,1993
Henri E. Bal,VU Amsterdam,hpc,1.0,0.333333333333,1993
M. Frans Kaashoek,Massachusetts Institute of Technology,hpc,1.0,0.333333333333,1993
T. S. Eugene Ng,Rice University,hpc,1.0,0.5,2012
Geoffrey C. Fox,Indiana University,hpc,1.0,0.333333333333,1996
Matthew K. Farrens,University of California - Davis,hpc,1.0,0.2,2011
Dipak Ghosal,University of California - Davis,hpc,1.0,0.2,2011
Andrew A. Chien,University of Chicago,hpc,1.0,0.333333333333,2002
Laxmikant V. Kalé,University of Illinois at Urbana-Champaign,hpc,1.0,0.333333333333,2012
Jeffrey S. Chase,Duke University,hpc,1.0,0.333333333333,2002
Samer Al-Kiswany,University of Waterloo,hpc,1.0,0.25,2011
Xiaohui Gu,North Carolina State University,hpc,1.0,0.333333333333,2010
Douglas S. Reeves,North Carolina State University,hpc,1.0,0.333333333333,2010
Klara Nahrstedt,University of Illinois at Urbana-Champaign,hpc,1.0,0.333333333333,2010
John E. Savage,Brown University,hpc,1.0,0.5,1999
Thomas A. DeFanti,University of Illinois at Chicago,hpc,1.0,0.125,1998
Andrew E. Johnson,University of Illinois at Chicago,hpc,2.0,0.25,1998
Thomas L. Sterling,Indiana University,hpc,1.0,0.166666666667,1996
Sanjeev Setia,George Mason University,hpc,1.0,0.25,1996
Pearl Y. Wang,George Mason University,hpc,1.0,0.25,1996
Xue Li,University of Queensland,hpc,1.0,0.5,1996
Wu-chun Feng,Virginia Tech,hpc,1.0,0.0833333333333,2013
Deepak Kapur,University of New Mexico,hpc,1.0,0.5,1996
Anthony Skjellum,Auburn University,hpc,1.0,1.0,1993
Alok N. Choudhary,Northwestern University,hpc,1.0,0.125,1999
Mahmut T. Kandemir,Pennsylvania State University,hpc,1.0,0.125,1999
Valerie E. Taylor,Texas A&M University,hpc,1.0,0.125,1999
Jon B. Weissman,University of Minnesota,hpc,1.0,0.5,1997
Abhishek Chandra,University of Minnesota,hpc,1.0,0.333333333333,2015
Xiaohui Gu,North Carolina State University,hpc,1.0,0.5,2002
Klara Nahrstedt,University of Illinois at Urbana-Champaign,hpc,1.0,0.5,2002
Manish Parashar,Rutgers University,hpc,1.0,0.5,2001
Jon B. Weissman,University of Minnesota,hpc,1.0,0.333333333333,2008
