name,affiliation
Rajiv K. Kalia , University of Southern California
Ram Nevatia , University of Southern California
Ramakant Nevatia , University of Southern California
Ramesh Govindan , University of Southern California
Remo Rohs , University of Southern California
Shaddin Dughmi , University of Southern California
Shahram Ghandeharizadeh , University of Southern California
Shang-Hua Teng , University of Southern California
Shrikanth Narayanan , University of Southern California
Shrikanth S. Narayanan , University of Southern California
Stefan Schaal , University of Southern California
Stephen C. Y. Lu , University of Southern California
Sven Koenig , University of Southern California
Ting Chen , University of Southern California
Todd A. Brun , University of Southern California
Ulrich Neumann , University of Southern California
V. K. Prasanna Kumar , University of Southern California
Viktor K. Prasanna , University of Southern California
William G. J. Halfond , University of Southern California
Xiang Ren , University of Southern California
Xianghong Jasmine Zhou , University of Southern California
Xuehai Qian , University of Southern California
Yan Liu , University of Southern California
A. D. Fekete , University of Sydney
Alan David Fekete , University of Sydney
Alan Fekete , University of Sydney
Albert Y. Zomaya , University of Sydney
Anastasios Viglas , University of Sydney
Bernhard Scholz , University of Sydney
Bing Bing Zhou , University of Sydney
Dagan Feng , University of Sydney
David Dagan Feng , University of Sydney
David Feng , University of Sydney
David Lowe , University of Sydney
Fabio T. Ramos , University of Sydney
Fabio Tozeto Ramos , University of Sydney
Irena Koprinska , University of Sydney
James R. Curran , University of Sydney
James Richard Curran , University of Sydney
Jinman Kim , University of Sydney
Joachim Gudmundsson , University of Sydney
John Stavrakakis , University of Sydney
Joseph G. Davis , University of Sydney
Josiah Poon , University of Sydney
Judy Kay , University of Sydney
Julián Mestre , University of Sydney
Kalina Yacef , University of Sydney
Kevin K. Y. Kuan , University of Sydney
Masahiro Takatsuka , University of Sydney
Na Liu , University of Sydney
Ralph Holz , University of Sydney
Ralph-Günther Holz , University of Sydney
Sanjay Chawla , University of Sydney
Seok-Hee Hong , University of Sydney
Simon K. Poon , University of Sydney
Tom Weidong Cai , University of Sydney
Uwe Röhm , University of Sydney
Vera Chung , University of Sydney
Vincent Gramoli , University of Sydney
Wei Bao , University of Sydney
Weidong Cai , University of Sydney
Xiuying Wang , University of Sydney
Ying Zhou , University of Sydney
Zhiyong Wang , University of Sydney
Ahti Peder , University of Tartu
Aivar Annamaa , University of Tartu
Amnir Hadachi , University of Tartu
Anne Villems , University of Tartu
Dietmar Pfahl , University of Tartu
Dirk Oliver Theis , University of Tartu
Dominique Unruh , University of Tartu
Eero Vainikko , University of Tartu
Eno Tõnisson , University of Tartu
Erkki Luuk , University of Tartu
Fabrizio Maria Maggi , University of Tartu
Fredrik Milani , University of Tartu
Gholamreza Anbarjafari , University of Tartu
Heiki-Jaan Kaalep , University of Tartu
Helger Lipmaa , University of Tartu
Helle Hein , University of Tartu
Härmel Nestra , University of Tartu
Jaak Vilo , University of Tartu
Kadri Muischnek , University of Tartu
Kadri Vider , University of Tartu
Kaili Müürisep , University of Tartu
Kalmer Apinis , University of Tartu
Luciano García-Bañuelos , University of Tartu
Marina Lepp , University of Tartu
Mark Fishel , University of Tartu
Marlon Dumas , University of Tartu
Raimundas Matulevicius , University of Tartu
Reimo Palm , University of Tartu
Satish Narayana Srirama , University of Tartu
Siim Karus , University of Tartu
Sven Laur , University of Tartu
Tõnu Tamme , University of Tartu
Vambola Leping , University of Tartu
Varmo Vene , University of Tartu
Vesal Vojdani , University of Tartu
Vitaly Skachek , University of Tartu
Aly E. Fathy , University of Tennessee
Audris Mockus , University of Tennessee
Benjamin J. Blalock , University of Tennessee
Brad T. Vander Zanden , University of Tennessee
Bradley T. Vander Zanden , University of Tennessee
Bruce J. MacLennan , University of Tennessee
Chao Tian , University of Tennessee
Daniel Costinett , University of Tennessee
Donatello Materassi , University of Tennessee
Fangxing Li , University of Tennessee
Fei (Fred) Wang , University of Tennessee
Garrett S. Rose , University of Tennessee
Garrett Steven Rose , University of Tennessee
Gong Gu , University of Tennessee
Gregory Peterson , University of Tennessee
Hairong Qi , University of Tennessee
Husheng Li , University of Tennessee
Héctor Pulgar-Painemal , University of Tennessee
Itamar Arel , University of Tennessee
Jack Dongarra , University of Tennessee
Jack J. Dongarra , University of Tennessee
James S. Plank , University of Tennessee
Jayne Wu , University of Tennessee
Jens Gregor , University of Tennessee
Jeremy H. Holleman , University of Tennessee
Jeremy Holleman , University of Tennessee
Jian Huang , University of Tennessee
Jinyuan Stella Sun , University of Tennessee
Jinyuan Sun , University of Tennessee
Judy Day , University of Tennessee
Kai Sun , University of Tennessee
Kevin Tomsovic , University of Tennessee
Leon M. Tolbert , University of Tennessee
Lynne E. Parker , University of Tennessee
Lynne Parker , University of Tennessee
Mark E. Dean , University of Tennessee
Micah Beck , University of Tennessee
Michael A. Langston , University of Tennessee
Michael Berry , University of Tennessee
Michael D. Vose , University of Tennessee
Michael R. Jantz , University of Tennessee
Mongi A. Abidi , University of Tennessee
Nicole McFarlane , University of Tennessee
Qing Cao , University of Tennessee
Qing Charles Cao , University of Tennessee
Seddik M. Djouadi , University of Tennessee
Syed Islam , University of Tennessee
Wei Gao , University of Tennessee
Yilu Liu , University of Tennessee
Bill Carroll , University of Texas at Arlington
Bob Weems , University of Texas at Arlington
Chengkai Li , University of Texas at Arlington
Chris H. Q. Ding , University of Texas at Arlington
Christoph Csallner , University of Texas at Arlington
David Kung , University of Texas at Arlington
Farhad Ahani Kamangar , University of Texas at Arlington
Farhad Kamangar , University of Texas at Arlington
Fillia Makedon , University of Texas at Arlington
Gautam Das , University of Texas at Arlington
Gergely Zaruba , University of Texas at Arlington
Hao Che , University of Texas at Arlington
Heng Huang , University of Texas at Arlington
Hong Jiang , University of Texas at Arlington
Hong Q. Ding , University of Texas at Arlington
Ishfaq Ahmad , University of Texas at Arlington
Jean Gao , University of Texas at Arlington
Jean X. Gao , University of Texas at Arlington
Jia Rao , University of Texas at Arlington
Jiang Ming , University of Texas at Arlington
Junzhou Huang , University of Texas at Arlington
Leonidas Fegaras , University of Texas at Arlington
Lynn Peterson , University of Texas at Arlington
Manfred Huber , University of Texas at Arlington
Ramez Elmasri , University of Texas at Arlington
Roger Walker , University of Texas at Arlington
Sharma Chakravarthy , University of Texas at Arlington
Song Jiang , University of Texas at Arlington
Vassilis Athitsos , University of Texas at Arlington
Yonghe Liu , University of Texas at Arlington
Yu Lei , University of Texas at Arlington
Adam Klivans , University of Texas at Austin
Adam R. Klivans , University of Texas at Austin
Alan Cline , University of Texas at Austin
Alexandros G. Dimakis , University of Texas at Austin
Aloysius K. Mok , University of Texas at Austin
Anna Gál , University of Texas at Austin
Brent R. Waters , University of Texas at Austin
Brent Waters , University of Texas at Austin
Bruce W. Porter , University of Texas at Austin
C. Greg Plaxton , University of Texas at Austin
Calvin Lin , University of Texas at Austin
Chandrajit Bajaj , University of Texas at Austin
Chandrajit L. Bajaj , University of Texas at Austin
Christopher J. Rossbach , University of Texas at Austin
Dan Miranker , University of Texas at Austin
Dana H. Ballard , University of Texas at Austin
Dana Moshkovitz , University of Texas at Austin
Daniel P. Miranker , University of Texas at Austin
David Zuckerman , University of Texas at Austin
Don S. Batory , University of Texas at Austin
Donald S. Fussell , University of Texas at Austin
E. Allen Emerson , University of Texas at Austin
Emmett Witchel , University of Texas at Austin
Eric Price , University of Texas at Austin
Etienne Vouga , University of Texas at Austin
Gordon S. Novak , University of Texas at Austin
Gordon S. Novak Jr. , University of Texas at Austin
Greg Durrett , University of Texas at Austin
Inderjit S. Dhillon , University of Texas at Austin
Isil Dillig , University of Texas at Austin
J. Strother Moore , University of Texas at Austin
James C. Browne , University of Texas at Austin
Jayadev Misra , University of Texas at Austin
Keshav Pingali , University of Texas at Austin
Kristen Grauman , University of Texas at Austin
Lili Qiu , University of Texas at Austin
Mohamed G. Gouda , University of Texas at Austin
Peter Stone , University of Texas at Austin
Philipp Krähenbühl , University of Texas at Austin
Qi-Xing Huang , University of Texas at Austin
Qixing Huang , University of Texas at Austin
Raymond J. Mooney , University of Texas at Austin
Risto Miikkulainen , University of Texas at Austin
Robert A. van de Geijn , University of Texas at Austin
Robert S. Boyer , University of Texas at Austin
Scott Aaronson , University of Texas at Austin
Scott Niekum , University of Texas at Austin
Simon Peter , University of Texas at Austin
Simon S. Lam , University of Texas at Austin
Thomas Dillig , University of Texas at Austin
Vijay Chidambaram , University of Texas at Austin
Vijaya Ramachandran , University of Texas at Austin
Vladimir Lifschitz , University of Texas at Austin
Warren A. Hunt Jr. , University of Texas at Austin
William H. Press , University of Texas at Austin
William R. Cook , University of Texas at Austin
Yin Zhang , University of Texas at Austin
Alvaro A. Cárdenas , University of Texas at Dallas
Alvaro Cardenas , University of Texas at Dallas
Andras Farago , University of Texas at Dallas
Andrian Marcus , University of Texas at Dallas
András Faragó , University of Texas at Dallas
B. Prabhakaran , University of Texas at Dallas
Balaji Raghavachari , University of Texas at Dallas
Balakrishnan Prabhakaran , University of Texas at Dallas
Benjamin Adam Raichel , University of Texas at Dallas
Benjamin Raichel , University of Texas at Dallas
Bhavani M. Thuraisingham , University of Texas at Dallas
Cong Liu 0005 , University of Texas at Dallas
D. T. Huynh , University of Texas at Dallas
Dan I. Moldovan , University of Texas at Dallas
Ding-Zhu Du , University of Texas at Dallas
Farokh B. Bastani , University of Texas at Dallas
Gopal Gupta , University of Texas at Dallas
Haim Schweitzer , University of Texas at Dallas
Haim Shvaytser , University of Texas at Dallas
I-Ling Yen , University of Texas at Dallas
Ivan Hal Sudborough , University of Texas at Dallas
Ivor P. Page , University of Texas at Dallas
Jason Jue , University of Texas at Dallas
Jorge Arturo Cobb , University of Texas at Dallas
Kamil Saraç , University of Texas at Dallas
Kang Zhang , University of Texas at Dallas
Kendra Cooper , University of Texas at Dallas
Kendra M. L. Cooper , University of Texas at Dallas
Kevin W. Hamlen , University of Texas at Dallas
Latifur Khan , University of Texas at Dallas
Latifur R. Khan , University of Texas at Dallas
